21.4,91,12/05/2024 19:58:04
21.36,91,12/05/2024 19:58:10
21.41,91,12/05/2024 19:58:16
21.37,91,12/05/2024 19:58:22
21.41,91,12/05/2024 19:58:29
21.39,91,12/05/2024 19:58:35
21.36,91,12/05/2024 19:58:41
21.36,91,12/05/2024 19:58:47
21.37,91,12/05/2024 19:58:53
21.38,91,12/05/2024 19:58:59
21.4,91,12/05/2024 19:59:05
21.38,91,12/05/2024 19:59:11
21.39,91,12/05/2024 19:59:17
21.36,91,12/05/2024 19:59:23
21.36,91,12/05/2024 19:59:29
21.37,91,12/05/2024 19:59:35
21.37,91,12/05/2024 19:59:41
21.39,91,12/05/2024 19:59:47
21.38,91,12/05/2024 19:59:53
21.4,91,12/05/2024 19:59:59
21.4,91,12/05/2024 20:00:05
21.37,91,12/05/2024 20:00:11
21.39,91,12/05/2024 20:00:17
21.35,91,12/05/2024 20:00:23
21.35,91,12/05/2024 20:00:29
21.35,91,12/05/2024 20:00:35
21.36,91,12/05/2024 20:00:41
21.36,91,12/05/2024 20:00:47
21.35,91,12/05/2024 20:00:53
21.35,91,12/05/2024 20:00:59
21.39,91,12/05/2024 20:01:05
21.39,91,12/05/2024 20:01:11
21.41,91,12/05/2024 20:01:17
21.35,91,12/05/2024 20:01:23
21.34,91,12/05/2024 20:01:29
21.39,91,12/05/2024 20:01:35
21.36,91,12/05/2024 20:01:41
21.34,91,12/05/2024 20:01:47
